俊;jun4|zun4
关照;guan1 zhao4
关白;guan1 bai2
关禁闭;guan1 jin4 bi4
关税;guan1 shui4
关税同盟;guan1 shui4 tong2 meng2
关税国境;guan1 shui4 guo2 jing4
关税与贸易总协定;guan1 shui4 yu3 mao4 yi4 zong3 xie2 ding4
关节;guan1 jie2
关节炎;guan1 jie2 yan2
关节腔;guan1 jie2 qiang1
关节面;guan1 jie2 mian4
关紧;guan1 jin3
关羽;guan1 yu3
关联;guan1 lian2
关联公司;guan1 lian2 gong1 si1
关联词;guan1 lian2 ci2
关西;guan1 xi1
关西镇;guan1 xi1 zhen4
关说;guan1 shuo1
关贸总协定;guan1 mao4 zong3 xie2 ding4
关连;guan1 lian2
关金;guan1 jin1
关金圆;guan1 jin1 yuan2
关键;guan1 jian4
关键字;guan1 jian4 zi4
关键绩效指标;guan1 jian4 ji4 xiao4 zhi3 biao1
关键词;guan1 jian4 ci2
关门;guan1 men2
关门大吉;guan1 men2 da4 ji2
关门弟子;guan1 men2 di4 zi3
关门打狗;guan1 men2 da3 gou3
关门捉贼;guan1 men2 zhuo1 zei2
关闭;guan1 bi4
关防;guan1 fang2
关隘;guan1 ai4
关头;guan1 tou2
阐;chan3
阐扬;chan3 yang2
阐明;chan3 ming2
阐发;chan3 fa1
阐示;chan3 shi4
阐述;chan3 shu4
阐释;chan3 shi4
辟室;pi4 shi4
辟室密谈;pi4 shi4 mi4 tan2
辟建;pi4 jian4
辟谣;pi4 yao2
防;fang2
防不胜防;fang2 bu4 sheng4 fang2
防备;fang2 bei4
防冻;fang2 dong4
防冻剂;fang2 dong4 ji4
防制;fang2 zhi4
防务;fang2 wu4
防化救援;fang2 hua4 jiu4 yuan2
防喘振;fang2 chuan3 zhen4
防喷罩;fang2 pen1 zhao4
防城;fang2 cheng2
防城区;fang2 cheng2 qu1
防城各族自治县;fang2 cheng2 ge4 zu2 zi4 zhi4 xian4
防城港;fang2 cheng2 gang3
防城港市;fang2 cheng2 gang3 shi4
防城县;fang2 cheng2 xian4
防堵;fang2 du3
防夹;fang2 jia1
防守;fang2 shou3
防守者;fang2 shou3 zhe3
防寒服;fang2 han2 fu2
防弊;fang2 bi4
防弹;fang2 dan4
防弹衣;fang2 dan4 yi1
防微杜渐;fang2 wei1 du4 jian4
防患;fang2 huan4
防患于未然;fang2 huan4 yu2 wei4 ran2
防患未然;fang2 huan4 wei4 ran2
防患未萌;fang2 huan4 wei4 meng2
防控;fang2 kong4
防损;fang2 sun3
防暑降温;fang2 shu3 jiang4 wen1
防暴;fang2 bao4
防暴盾;fang2 bao4 dun4
防暴警察;fang2 bao4 jing3 cha2
防晒;fang2 shai4
防晒油;fang2 shai4 you2
防晒霜;fang2 shai4 shuang1
防杜;fang2 du4
防核;fang2 he2
防止;fang2 zhi3
防毒;fang2 du2
防毒围裙;fang2 du2 wei2 qun2
防毒手套;fang2 du2 shou3 tao4
防毒斗篷;fang2 du2 dou3 peng2
防毒软件;fang2 du2 ruan3 jian4
防毒通道;fang2 du2 tong1 dao4
防毒面具;fang2 du2 mian4 ju4
防毒面罩;fang2 du2 mian4 zhao4
防水;fang2 shui3
防油溅网;fang2 you2 jian4 wang3
防治;fang2 zhi4
防波堤;fang2 bo1 di1
防洪;fang2 hong2
防滑;fang2 hua2
防滑链;fang2 hua2 lian4
防潮;fang2 chao2
防潮堤;fang2 chao2 di1
防潮垫;fang2 chao2 dian4
防火;fang2 huo3
防火梯;fang2 huo3 ti1
防火墙;fang2 huo3 qiang2
防火道;fang2 huo3 dao4
防火长城;fang2 huo3 chang2 cheng2
防灾;fang2 zai1
防特;fang2 te4
防狼喷雾;fang2 lang2 pen1 wu4
防疫;fang2 yi4
防盗;fang2 dao4
防盗门;fang2 dao4 men2
防御;fang2 yu4
防御工事;fang2 yu4 gong1 shi4
防御性;fang2 yu4 xing4
防御率;fang2 yu4 lv4
防御术;fang2 yu4 shu4
防空;fang2 kong1
防空洞;fang2 kong1 dong4
防范;fang2 fan4
防线;fang2 xian4
防腐;fang2 fu3
防腐剂;fang2 fu3 ji4
防血凝;fang2 xue4 ning2
防卫;fang2 wei4
防卫大臣;fang2 wei4 da4 chen2
防卫武器;fang2 wei4 wu3 qi4
防卫过当;fang2 wei4 guo4 dang4
防护;fang2 hu4
防护眼镜;fang2 hu4 yan3 jing4
防身;fang2 shen1
防避;fang2 bi4
防锈;fang2 xiu4
防长;fang2 zhang3
防门;fang2 men2
防闲;fang2 xian2
防震;fang2 zhen4
防霉;fang2 mei2
防风;fang2 feng1
防风固沙;fang2 feng1 gu4 sha1
阻;zu3
阻值;zu3 zhi2
阻力;zu3 li4
阻塞;zu3 se4
阻差办公;zu3 chai1 ban4 gong1
阻截;zu3 jie2
阻抑;zu3 yi4
阻抗;zu3 kang4
阻抗匹配;zu3 kang4 pi3 pei4
阻抗变换器;zu3 kang4 bian4 huan4 qi4
阻援;zu3 yuan2
阻挠;zu3 nao2
阻击;zu3 ji1
阻挡;zu3 dang3
阻扰;zu3 rao3
阻拦;zu3 lan2
阻攻;zu3 gong1
阻断;zu3 duan4
阻止;zu3 zhi3
阻滞;zu3 zhi4
阻燃;zu3 ran2
阻留;zu3 liu2
阻碍;zu3 ai4
阻绝;zu3 jue2
阻遏;zu3 e4
阻隔;zu3 ge2
阻难;zu3 nan4
阻雨;zu3 yu3
阿;a1|e1
阿三;a1 san1
阿亚图拉;a1 ya4 tu2 la1
阿什哈巴德;a1 shen2 ha1 ba1 de2
阿什哈巴特;a1 shi2 ha1 ba1 te4
阿什拉维;a1 shen2 la1 wei2
阿仙药;a1 xian1 yao4
阿伯丁;a1 bo2 ding1
阿来;a1 lai2
阿们;a1 men
阿伦;a1 lun2
阿伦达尔;a1 lun2 da2 er3
阿兄;a1 xiong1
阿克伦;a1 ke4 lun2
阿克塞县;a1 ke4 sai4 xian4
阿克拉;a1 ke4 la1
阿克苏;a1 ke4 su1
阿克苏地区;a1 ke4 su1 di4 qu1
阿克苏市;a1 ke4 su1 shi4
阿克赛钦;a1 ke4 sai4 qin1
阿克陶;a1 ke4 tao2
阿克陶县;a1 ke4 tao2 xian4
阿公;a1 gong1
阿兵哥;a1 bing1 ge1
阿其所好;e1 qi2 suo3 hao4
阿凡提;a1 fan2 ti2
阿凡达;a1 fan2 da2
阿列克西斯;a1 lie4 ke4 xi1 si1
阿列夫;a1 lie4 fu1
阿初佛;a1 chu1 fo2
阿加维;a1 jia1 wei2
阿卡;a1 ka3
阿卡提;a1 ka3 di1
阿卡普尔科;a1 ka3 pu3 er3 ke1
阿卡贝拉;a1 ka3 bei4 la1
阿司匹林;a1 si1 pi3 lin2
阿合奇;a1 he2 qi2
阿合奇县;a1 he2 qi2 xian4
阿哥;a1 ge1
阿嚏;a1 ti4
阿图什;a1 tu2 shi2
阿图什市;a1 tu2 shi2 shi4
阿图什县;a1 tu2 shi2 xian4
阿土;a1 tu3
阿城;a1 cheng2
阿城区;a1 cheng2 qu1
阿基米德;a1 ji1 mi3 de2
阿堵;e1 du3
阿堵物;e1 du3 wu4
阿塞拜疆;a1 sai4 bai4 jiang1
阿塞拜疆人;a1 sai4 bai4 jiang1 ren2
阿坝;a1 ba4
阿坝州;a1 ba4 zhou1
阿坝县;a1 ba4 xian4
阿多诺;a1 duo1 nuo4
阿奇里斯;a1 qi2 li3 si1
阿奇霉素;a1 qi2 mei2 su4
阿奶;a1 nai3
阿妹;a1 mei4
阿姆哈拉;a1 mu3 ha1 la1
阿姆斯特朗;a1 mu3 si1 te4 lang3
阿姨;a1 yi2
阿婆;a1 po2
阿妈;a1 ma1
阿家;a1 gu1
阿富汗;a1 fu4 han4
阿富汗语;a1 fu4 han4 yu3
阿巴;a1 ba1
阿巴斯;a1 ba1 si1
阿布扎比;a1 bu4 zha1 bi3
阿布达比;a1 bu4 da2 bi3
阿希姆;a1 xi1 mu3
阿弟;a1 di4
阿彼雅;a1 bi3 ya3
阿得拉;a1 de2 la1
阿得拉尔;a1 de2 la1 er3
阿德雷德;a1 de2 lei2 de2
阿房宫;e1 pang2 gong1
阿扁;a1 bian3
阿托品;a1 tuo1 pin3
阿拉;a1 la1
阿拉丁;a1 la1 ding1
阿拉伯;a1 la1 bo2
阿拉伯人;a1 la1 bo2 ren2
阿拉伯共同市场;a1 la1 bo2 gong4 tong2 shi4 chang3
阿拉伯半岛;a1 la1 bo2 ban4 dao3
阿拉伯国家联盟;a1 la1 bo2 guo2 jia1 lian2 meng2
阿拉伯数字;a1 la1 bo2 shu4 zi4
阿拉伯文;a1 la1 bo2 wen2
阿拉伯海;a1 la1 bo2 hai3
阿拉伯糖;a1 la1 bo2 tang2
阿拉伯联合大公国;a1 la1 bo2 lian2 he2 da4 gong1 guo2
阿拉伯胶;a1 la1 bo2 jiao1
阿拉伯语;a1 la1 bo2 yu3
阿拉伯电信联盟;a1 la1 bo2 dian4 xin4 lian2 meng2
阿拉善;a1 la1 shan4
阿拉善右旗;a1 la1 shan4 you4 qi2
阿拉善左旗;a1 la1 shan4 zuo3 qi2
阿拉善盟;a1 la1 shan4 meng2
阿拉塔斯;a1 la1 ta3 si1
阿拉巴马;a1 la1 ba1 ma3
阿拉巴马州;a1 la1 ba1 ma3 zhou1
阿拉干山脉;a1 la1 gan1 shan1 mai4
阿拉摩;a1 la1 mo2
阿拉斯;a1 la1 si1
阿拉斯加;a1 la1 si1 jia1
阿拉斯加大学;a1 la1 si1 jia1 da4 xue2
阿拉斯加州;a1 la1 si1 jia1 zhou1
阿拉木图;a1 la1 mu4 tu2
阿拉法特;a1 la1 fa3 te4
阿拉尔;a1 la1 er3
阿拉尔市;a1 la1 er3 shi4
阿拉瓦;a1 la1 wa3
阿拉米语;a1 la1 mi3 yu3
阿拔斯王朝;a1 ba2 si1 wang2 chao2
阿拖品化;a1 tuo1 pin3 hua4
阿提拉;a1 ti2 la1
阿摩司书;a1 mo2 si1 shu1
阿斗;a1 dou3
阿斯伯格;a1 si1 bo2 ge2
阿斯佩尔格尔;a1 si1 pei4 er3 ge2 er3
阿斯利康;a1 si1 li4 kang1
阿斯匹林;a1 si1 pi3 lin2
阿斯匹灵;a1 si1 pi2 ling2
阿斯图里亚斯;a1 si1 tu2 li3 ya4 si1
阿斯塔纳;a1 si1 ta3 na4
阿斯巴特;a1 si1 ba1 te4
阿斯巴甜;a1 si1 ba1 tian2
阿斯旺;a1 si1 wang4
阿斯旺高坝;a1 si1 wang4 gao1 ba4
阿斯马拉;a1 si1 ma3 la1
阿旺曲培;a1 wang4 qu1 pei2
阿旺曲沛;a1 wang4 qu3 pei4
阿昌;a1 chang1
阿明;a1 ming2
阿是穴;a1 shi4 xue2
阿普吐龙;a1 pu3 tu3 long2
阿普尔顿;a1 pu3 er3 dun4
阿月浑子;a1 yue4 hun2 zi
阿月浑子实;a1 yue4 hun2 zi3 shi2
阿月浑子树;a1 yue4 hun2 zi3 shu4
阿木林;a1 mu4 lin2
阿松森岛;a1 song1 sen1 dao3
阿森;a1 sen1
阿森斯;a1 sen1 si1
阿森松岛;a1 sen1 song1 dao3
阿森纳;a1 sen1 na4
阿荣旗;a1 rong2 qi2
阿比;a1 bi3
阿比让;a1 bi3 rang4
阿沙力;a1 sha1 li4
阿法尔;a1 fa3 er3
阿法尔沙漠;a1 fa3 er3 sha1 mo4
阿混;a1 hun4
阿爸;a1 ba4
阿爸父;a1 ba4 fu4
阿尔伯塔;a1 er3 bo2 ta3
阿尔伯特;a1 er3 bo2 te4
阿尔加维;a1 er3 jia1 wei2
阿尔卑斯;a1 er3 bei1 si1
阿尔卡特;a1 er3 ka3 te4
阿尔及利亚;a1 er3 ji2 li4 ya4
阿尔及利亚人;a1 er3 ji2 li4 ya4 ren2
阿尔及尔;a1 er3 ji2 er3
阿尔山;a1 er3 shan1
阿尔山市;a1 er3 shan1 shi4
阿尔斯通公司;a1 er3 si1 tong1 gong1 si1
阿尔法;a1 er3 fa3
阿尔法粒子;a1 er3 fa3 li4 zi3
阿尔泰;a1 er3 tai4
阿尔泰山;a1 er3 tai4 shan1
阿尔泰山脉;a1 er3 tai4 shan1 mai4
阿尔泰语;a1 er3 tai4 yu3
阿尔泰雪鸡;a1 er3 tai4 xue3 ji1
阿尔汉格尔斯克州;a1 er3 han4 ge2 er3 si1 ke4 zhou1
阿尔瓦塞特;a1 er3 wa3 se4 te4
阿尔盖达;a1 er3 gai4 da2
阿尔都塞;a1 er3 dou1 sai1
阿片;a1 pian4
阿物儿;a1 wu4 r
阿特拉斯;a1 te4 la1 si1
阿特金斯;a1 te4 jin1 si1
阿瓦提;a1 wa3 ti2
阿瓦提县;a1 wa3 ti2 xian4
阿瓦里德;a1 wa3 li3 de2
阿瓦鲁阿;a1 wa3 lu3 a1
阿甘正传;a1 gan1 zheng4 zhuan4
阿留申群岛;a1 liu2 shen1 qun2 dao3
阿的平;a1 di4 ping2
阿皮亚;a1 pi2 ya4
阿盟;a1 meng2
阿空加瓜;a1 kong1 jia1 gua1
阿空加瓜山;a1 kong1 jia1 gua1 shan1
阿米巴;a1 mi3 ba1
阿米巴原虫;a1 mi3 ba1 yuan2 chong2
阿米巴病;a1 mi3 ba1 bing4
阿米纳达布;a1 mi3 na4 da2 bu4
阿维拉;a1 wei2 la1
阿美恩斯;a1 mei3 en1 si1
阿美族;a1 mei3 zu2
阿肯色;a1 ken3 se4
阿肯色大学;a1 ken3 se4 da4 xue2
阿肯色州;a1 ken3 se4 zhou1
阿育王;a1 yu4 wang2
阿胶;e1 jiao1
阿芒拿;a1 mang2 na2
阿莫西林;a1 mo4 xi1 lin2
阿华田;a1 hua2 tian2
阿蒙;a1 meng2
阿盖达;a1 gai4 da2
阿苏山;a1 su1 shan1
阿衣奴;a1 yi1 nu2
阿西吧;a1 xi1 ba
阿西莫夫;a1 xi1 mo4 fu1
阿谁;a1 shui2
阿诺;a1 nuo4
阿猫阿狗;a1 mao1 a1 gou3
阿贝尔;a1 bei4 er3
阿达比尔;a1 da2 bi3 er3
阿乡;a1 xiang1
阿里;a1 li3
阿里地区;a1 li3 di4 qu1
阿里山;a1 li3 shan1
阿里山乡;a1 li3 shan1 xiang1
阿里巴巴;a1 li3 ba1 ba1
阿里郎;a1 li3 lang2
阿金库尔;a1 jin1 ku4 er3
阿门;a1 men2
阿附;e1 fu4
阿难;e1 nan2
阿灵顿国家公墓;a1 ling2 dun4 guo2 jia1 gong1 mu4
阿非利加;a1 fei1 li4 jia1
阿非利加洲;a1 fei1 li4 jia1 zhou1
阿飘;a1 piao1
阿飞;a1 fei1
阿马逊;a1 ma3 xun4
阿鲁巴;a1 lu3 ba1
阿鼻;a1 bi2
阿鼻地狱;a1 bi2 di4 yu4
附上;fu4 shang4
附中;fu4 zhong1
附件;fu4 jian4
附则;fu4 ze2
附加;fu4 jia1
附加值;fu4 jia1 zhi2
附加元件;fu4 jia1 yuan2 jian4
附加物;fu4 jia1 wu4
附加费;fu4 jia1 fei4
附加赛;fu4 jia1 sai4
附和;fu4 he4
附子;fu4 zi3
附寄;fu4 ji4
附小;fu4 xiao3
附属;fu4 shu3
附属品;fu4 shu3 pin3
附属物;fu4 shu3 wu4
附带;fu4 dai4
附带损害;fu4 dai4 sun3 hai4
附庸;fu4 yong1
附庸风雅;fu4 yong1 feng1 ya3
附会;fu4 hui4
附栏;fu4 lan2
附笔;fu4 bi3
附签;fu4 qian1
附耳;fu4 er3
附肢;fu4 zhi1
附着;fu4 zhuo2
附着物;fu4 zhuo2 wu4
附设;fu4 she4
附注;fu4 zhu4
附议;fu4 yi4
附身;fu4 shen1
附近;fu4 jin4
附送;fu4 song4
附录;fu4 lu4
附面层;fu4 mian4 ceng2
附体;fu4 ti3
附点;fu4 dian3
陋;lou4
陋俗;lou4 su2
陋居;lou4 ju1
陋屋;lou4 wu1
陋习;lou4 xi2
陋规;lou4 gui1
陌;mo4
陌生;mo4 sheng1
陌生人;mo4 sheng1 ren2
陌路;mo4 lu4
陌路人;mo4 lu4 ren2
陌陌;mo4 mo4
降;xiang2|jiang4
降下;jiang4 xia4
降世;jiang4 shi4
降伏;xiang2 fu2
降低;jiang4 di1
降低利率;jiang4 di1 li4 lv4
降价;jiang4 jia4
降噪;jiang4 zao4
降尘;jiang4 chen2
降压;jiang4 ya1
降将;xiang2 jiang4
降幅;jiang4 fu2
降序;jiang4 xu4
降息;jiang4 xi1
降旗;jiang4 qi2
降旨;jiang4 zhi3
降服;xiang2 fu2
降格;jiang4 ge2
降水;jiang4 shui3
降水量;jiang4 shui3 liang4
降温;jiang4 wen1
降温费;jiang4 wen1 fei4
降火;jiang4 huo3
降生;jiang4 sheng1
降福;jiang4 fu2
降级;jiang4 ji2
降结肠;jiang4 jie2 chang2
降职;jiang4 zhi2
降临;jiang4 lin2
降临节;jiang4 lin2 jie2
降落;jiang4 luo4
降落伞;jiang4 luo4 san3
降落地点;jiang4 luo4 di4 dian3
降落跑道;jiang4 luo4 pao3 dao4
降号;jiang4 hao4
降血压药;jiang4 xue4 ya1 yao4
降血钙素;jiang4 xue4 gai4 su4
降解;jiang4 jie3
降调;jiang4 diao4
降雨;jiang4 yu3
降雨量;jiang4 yu3 liang4
降雪;jiang4 xue3
降龙伏虎;xiang2 long2 fu2 hu3
限;xian4
限价;xian4 jia4
限制;xian4 zhi4
限定;xian4 ding4
限定词;xian4 ding4 ci2
限度;xian4 du4
限于;xian4 yu2
限时信;xian4 shi2 xin4
限期;xian4 qi1
限流;xian4 liu2
限界线;xian4 jie4 xian4
限购;xian4 gou4
限速;xian4 su4
限额;xian4 e2
限高架;xian4 gao1 jia4
陡;dou3
陡削;dou3 xiao1
陡坡;dou3 po1
陡壁;dou3 bi4
陡峭;dou3 qiao4
陡峻;dou3 jun4
陡崖;dou3 ya2
陡度;dou3 du4
陡然;dou3 ran2
陡变;dou3 bian4
陡跌;dou3 die1
院;yuan4
院坝;yuan4 ba4
院士;yuan4 shi4
院子;yuan4 zi
院本;yuan4 ben3
院校;yuan4 xiao4
院牧;yuan4 mu4
院线;yuan4 xian4
院落;yuan4 luo4
院试;yuan4 shi4
院长;yuan4 zhang3
阵;zhen4
阵亡;zhen4 wang2
阵亡战士纪念日;zhen4 wang2 zhan4 shi4 ji4 nian4 ri4
阵亡者;zhen4 wang2 zhe3
阵列;zhen4 lie4
阵势;zhen4 shi4
阵地;zhen4 di4
阵型;zhen4 xing2
阵子;zhen4 zi
阵容;zhen4 rong2
阵营;zhen4 ying2
阵痛;zhen4 tong4
阵痛期;zhen4 tong4 qi1
阵线;zhen4 xian4
阵雨;zhen4 yu3
阵风;zhen4 feng1
除;chu2
除不尽;chu2 bu4 jin4
除了;chu2 le
除以;chu2 yi3
除冰;chu2 bing1
除去;chu2 qu4
除另有约定;chu2 ling4 you3 yue1 ding4
除名;chu2 ming2
除尘;chu2 chen2
除尘机;chu2 chen2 ji1
除夕;chu2 xi1
除外;chu2 wai4
除子;chu2 zi3
除恶务尽;chu2 e4 wu4 jin4
除掉;chu2 diao4
除数;chu2 shu4
除暴;chu2 bao4
除暴安良;chu2 bao4 an1 liang2
除根;chu2 gen1
除此之外;chu2 ci3 zhi1 wai4
除沾染;chu2 zhan1 ran3
除法;chu2 fa3
除净;chu2 jing4
除湿器;chu2 shi1 qi4
除湿机;chu2 shi1 ji1
除罪;chu2 zui4
除罪化;chu2 zui4 hua4
除臭;chu2 chou4
除臭剂;chu2 chou4 ji4
除旧布新;chu2 jiu4 bu4 xin1
除旧更新;chu2 jiu4 geng1 xin1
除草;chu2 cao3
除草剂;chu2 cao3 ji4
除号;chu2 hao4
除过;chu2 guo4
除开;chu2 kai1
除霜;chu2 shuang1
除灵;chu2 ling2
除非;chu2 fei1
除颤;chu2 chan4
陪;pei2
陪伴;pei2 ban4
陪同;pei2 tong2
陪唱女;pei2 chang4 nv3
陪唱小姐;pei2 chang4 xiao3 jie
陪嫁;pei2 jia4
陪审员;pei2 shen3 yuan2
陪审团;pei2 shen3 tuan2
陪床;pei2 chuang2
陪产;pei2 chan3
陪产假;pei2 chan3 jia4
陪睡;pei2 shui4
陪练;pei2 lian4
陪罪;pei2 zui4
陪聊;pei2 liao2
陪葬;pei2 zang4
陪葬品;pei2 zang4 pin3
陪衬;pei2 chen4
陪护;pei2 hu4
陪读;pei2 du2
陪送;pei2 song4
陪都;pei2 du1
陪酒;pei2 jiu3
阴;yin1
阴干;yin1 gan1
阴冷;yin1 leng3
阴功;yin1 gong1
阴司;yin1 si1
阴唇;yin1 chun2
阴天;yin1 tian1
阴宅;yin1 zhai2
阴屁;yin1 pi4
阴山;yin1 shan1
阴差阳错;yin1 cha1 yang2 cuo4
阴平;yin1 ping2
阴平声;yin1 ping2 sheng1
阴影;yin1 ying3
阴径;yin1 jing4
阴德;yin1 de2
阴德必有阳报;yin1 de2 bi4 you3 yang2 bao4
阴性;yin1 xing4
阴户;yin1 hu4
阴招;yin1 zhao1
阴暗;yin1 an4
阴暗面;yin1 an4 mian4
阴历;yin1 li4
阴柔;yin1 rou2
阴核;yin1 he2
阴森;yin1 sen1
阴极;yin1 ji2
阴极射线管;yin1 ji2 she4 xian4 guan3
阴毒;yin1 du2
阴毛;yin1 mao2
阴沉;yin1 chen2
阴沉沉;yin1 chen2 chen2
阴凉;yin1 liang2
阴凉处;yin1 liang2 chu4
阴沟里翻船;yin1 gou1 li3 fan1 chuan2
阴湿;yin1 shi1
阴私;yin1 si1
阴穴;yin1 xue2
阴笑;yin1 xiao4
阴精;yin1 jing1
阴茎;yin1 jing1
阴茎套;yin1 jing1 tao4
阴蒂;yin1 di4
阴虚;yin1 xu1
阴虚火旺;yin1 xu1 huo3 wang4
阴谋;yin1 mou2
阴谋家;yin1 mou2 jia1
阴谋论;yin1 mou2 lun4
阴谋颠覆政府罪;yin1 mou2 dian1 fu4 zheng4 fu3 zui4
阴道;yin1 dao4
阴道口;yin1 dao4 kou3
阴道炎;yin1 dao4 yan2
阴部;yin1 bu4
阴错阳差;yin1 cuo4 yang2 cha1
阴门;yin1 men2
阴间;yin1 jian1
阴阳;yin1 yang2
阴阳合同;yin1 yang2 he2 tong2
阴阳家;yin1 yang2 jia1
阴阳怪气;yin1 yang2 guai4 qi4
阴险;yin1 xian3
阴险毒辣;yin1 xian3 du2 la4
阴离子;yin1 li2 zi3
阴离子部位;yin1 li2 zi3 bu4 wei4
阴云;yin1 yun2
阴电;yin1 dian4
阴面;yin1 mian4
阴风;yin1 feng1
阴郁;yin1 yu4
阴魂;yin1 hun2
阴魂不散;yin1 hun2 bu4 san4
陈;chen2
陈伯达;chen2 bo2 da2
陈仓;chen2 cang1
陈仓区;chen2 cang1 qu1
陈元光;chen2 yuan2 guang1
陈兵;chen2 bing1
陈其迈;chen2 qi2 mai4
陈再道;chen2 zai4 dao4
陈冠希;chen2 guan1 xi1
陈列;chen2 lie4
陈列室;chen2 lie4 shi4
陈列台;chen2 lie4 tai2
陈胜;chen2 sheng4
陈化;chen2 hua4
陈厚;chen2 hou4
陈可雄;chen2 ke3 xiong2
陈寿;chen2 shou4
陈天华;chen2 tian1 hua4
陈奏;chen2 zou4
陈套;chen2 tao4
陈娇;chen2 jiao1
陈子昂;chen2 zi3 ang2
陈尸;chen2 shi1
陈巴尔虎旗;chen2 ba1 er3 hu3 qi2
陈希同;chen2 xi1 tong2
陈年;chen2 nian2
陈建仁;chen2 jian4 ren2
陈德良;chen2 de2 liang2
陈情;chen2 qing2
陈庆炎;chen2 qing4 yan2
陈放;chen2 fang4
陈方安生;chen2 fang1 an1 sheng1
陈景润;chen2 jing3 run4
陈书;chen2 shu1
陈木胜;chen2 mu4 sheng4
陈桥兵变;chen2 qiao2 bing1 bian4
陈毅;chen2 yi4
陈水扁;chen2 shui3 bian3
陈冲;chen2 chong1
陈独秀;chen2 du2 xiu4
陈皮;chen2 pi2
陈省身;chen2 xing3 shen1
陈米;chen2 mi3
陈纳德;chen2 na4 de2
陈绍;chen2 shao4
陈美;chen2 mei3
陈腐;chen2 fu3
陈旧;chen2 jiu4
陈规;chen2 gui1
陈规旧习;chen2 gui1 jiu4 xi2
陈规陋习;chen2 gui1 lou4 xi2
陈设;chen2 she4
陈诉;chen2 su4
陈词;chen2 ci2
陈词滥调;chen2 ci2 lan4 diao4
陈说;chen2 shuo1
陈货;chen2 huo4
陈账;chen2 zhang4
陈迹;chen2 ji4
陈述;chen2 shu4
陈述句;chen2 shu4 ju4
陈述书;chen2 shu4 shu1
陈酒;chen2 jiu3
陈醋;chen2 cu4
陈陈相因;chen2 chen2 xiang1 yin1
陈云;chen2 yun2
陈云林;chen2 yun2 lin2
陈露;chen2 lu4
陵;ling2
陵园;ling2 yuan2
陵墓;ling2 mu4
陵寝;ling2 qin3
陵川;ling2 chuan1
陵川县;ling2 chuan1 xian4
陵水;ling2 shui3
陵水县;ling2 shui3 xian4
陵水黎族自治县;ling2 shui3 li2 zu2 zi4 zhi4 xian4
陵县;ling2 xian4
陶;tao2
陶器;tao2 qi4
陶土;tao2 tu3
陶宗仪;tao2 zong1 yi2
陶工;tao2 gong1
陶乐;tao2 le4
陶乐县;tao2 le4 xian4
陶潜;tao2 qian2
陶瓷;tao2 ci2
陶瓷器;tao2 ci2 qi4
陶艺;tao2 yi4
陶行知;tao2 xing2 zhi1
陶醉;tao2 zui4
陷;xian4
陷入;xian4 ru4
陷入牢笼;xian4 ru4 lao2 long2
陷坑;xian4 keng1
陷害;xian4 hai4
陷于;xian4 yu2
陷于瘫痪;xian4 yu2 tan1 huan4
陷落;xian4 luo4
陷落带;xian4 luo4 dai4
陷阱;xian4 jing3
陆;lu4|liu4
陆上;lu4 shang4
陆上风电;lu4 shang4 feng1 dian4
陆克文;lu4 ke4 wen2
陆劳;lu4 lao2
陆地;lu4 di4
陆均松;lu4 jun1 song1
陆坡;lu4 po1
陆域风电;lu4 yu4 feng1 dian4
陆基;lu4 ji1
陆基导弹;lu4 ji1 dao3 dan4
陆委会;lu4 wei3 hui4
陆客;lu4 ke4
陆川;lu4 chuan1
陆川县;lu4 chuan1 xian4
陆征祥;lu4 zheng1 xiang2
陆战棋;lu4 zhan4 qi2
陆探微;lu4 tan4 wei1
陆架;lu4 jia4
陆机;lu4 ji1
陆海空三军;lu4 hai3 kong1 san1 jun1
陆海空军;lu4 hai3 kong1 jun1
陆港;lu4 gang3
陆港矛盾;lu4 gang3 mao2 dun4
陆生;lu4 sheng1
陆续;lu4 xu4
陆羽;lu4 yu3
陆良;lu4 liang2
陆良县;lu4 liang2 xian4
陆西星;lu4 xi1 xing1
陆丰;lu4 feng1
陆丰市;lu4 feng1 shi4
陆贝;lu4 bei4
陆路;lu4 lu4
陆军;lu4 jun1
陆军上校;lu4 jun1 shang4 xiao4
陆军棋;lu4 jun1 qi2
陆游;lu4 you2
陆运;lu4 yun4
陆陆续续;lu4 lu4 xu4 xu4
阳;yang2
阳世;yang2 shi4
阳世间;yang2 shi4 jian1
阳信;yang2 xin4
阳信县;yang2 xin4 xian4
阳伞;yang2 san3
阳光;yang2 guang1
阳光房;yang2 guang1 fang2
阳光普照;yang2 guang1 pu3 zhao4
阳光浴;yang2 guang1 yu4
阳具;yang2 ju4
阳刚;yang2 gang1
阳原;yang2 yuan2
阳原县;yang2 yuan2 xian4
阳台;yang2 tai2
阳城;yang2 cheng2
阳城县;yang2 cheng2 xian4
阳寿;yang2 shou4
阳奉阴违;yang2 feng4 yin1 wei2
阳宗;yang2 zong1
阳山;yang2 shan1
阳山县;yang2 shan1 xian4
阳平;yang2 ping2
阳平声;yang2 ping2 sheng1
阳性;yang2 xing4
阳文;yang2 wen2
阳新;yang2 xin1
阳新县;yang2 xin1 xian4
阳明;yang2 ming2
阳明区;yang2 ming2 qu1
阳明山;yang2 ming2 shan1
阳春;yang2 chun1
阳春型;yang2 chun1 xing2
