俊;jun4|zun4
遏制;e4 zhi4
道具;dao4 ju4
道德;dao4 de2
道歉;dao4 qian4
道理;dao4 li
达到;da2 dao4
达成;da2 cheng2
达标;da2 biao1
违反;wei2 fan3
违章;wei2 zhang1
违约;wei2 yue1
违背;wei2 bei4
遥控;yao2 kong4
遥远;yao2 yuan3
遛;liu4
逊色;xun4 se4
递;di4
递交;di4 jiao1
递增;di4 zeng1
远;yuan4|yuan3
远程;yuan3 cheng2
远见;yuan3 jian4
远近闻名;yuan3 jin4 wen2 ming2
适合;shi4 he2
适宜;shi4 yi2
适度;shi4 du4
适应;shi4 ying4
适时;shi4 shi2
适量;shi4 liang4
遭受;zao1 shou4
遭殃;zao1 yang1
遭遇;zao1 yu4
遮;zhe1
遮挡;zhe1 dang3
遮盖;zhe1 gai4
迟到;chi2 dao4
迟早;chi2 zao3
迟疑;chi2 yi2
迟缓;chi2 huan3
迟迟;chi2 chi2
迟钝;chi2 dun4
遵守;zun1 shou3
遵循;zun1 xun2
遵照;zun1 zhao4
迁;qian1
迁就;qian1 jiu4
迁徙;qian1 xi3
迁移;qian1 yi2
选手;xuan3 shou3
选拔;xuan3 ba2
选择;xuan3 ze2
选民;xuan3 min2
选用;xuan3 yong4
选举;xuan3 ju3
选项;xuan3 xiang4
遗传;yi2 chuan2
遗嘱;yi2 zhu3
遗址;yi2 zhi3
遗失;yi2 shi1
遗忘;yi2 wang4
遗憾;yi2 han4
遗弃;yi2 qi4
遗物;yi2 wu4
遗产;yi2 chan3
遗留;yi2 liu2
遗愿;yi2 yuan4
遗体;yi2 ti3
辽阔;liao2 kuo4
避免;bi4 mian3
避暑;bi4 shu3
避难;bi4 nan4
邀;yao1
邀请;yao1 qing3
迈;mai4
迈进;mai4 jin4
还;hai2|huan2
还原;huan2 yuan2
还是;hai2 shi
还款;huan2 kuan3
边境;bian1 jing4
边界;bian1 jie4
边疆;bian1 jiang1
边缘;bian1 yuan2
边远;bian1 yuan3
逻辑;luo2 ji
那;na1|na4|nuo2|na3
邪恶;xie2 e4
郊区;jiao1 qu1
郊外;jiao1 wai4
郊游;jiao1 you2
部件;bu4 jian4
部位;bu4 wei4
部分;bu4 fen
部署;bu4 shu3
部门;bu4 men2
邮局;you2 ju2
邮政;you2 zheng4
邮编;you2 bian1
都;du1|dou1
都会;du1 hui4
乡下;xiang1 xia
乡亲;xiang1 qin1
乡镇;xiang1 zhen4
鄙视;bi3 shi4
郑重;zheng4 zhong4
邻国;lin2 guo2
邻居;lin2 ju1
酌情;zhuo2 qing2
配件;pei4 jian4
配偶;pei4 ou3
配备;pei4 bei4
配合;pei4 he2
配套;pei4 tao4
配送;pei4 song4
配音;pei4 yin1
酒吧;jiu3 ba1
酒楼;jiu3 lou2
酒精;jiu3 jing1
酗酒;xu4 jiu3
酣畅;han1 chang4
酣睡;han1 shui4
酥;su1
酷似;ku4 si4
酸;suan1
醇厚;chun2 hou4
醉;zui4
醋;cu4
醒;xing3
醒来;xing3 lai2
醒悟;xing3 wu4
醒目;xing3 mu4
丑恶;chou3 e4
丑闻;chou3 wen2
丑陋;chou3 lou4
酝酿;yun4 niang4
医务;yi1 wu4
医生;yi1 sheng1
医院;yi1 yuan4
酱油;jiang4 you2
醮;jiao4
酿造;niang4 zao4
释放;shi4 fang4
里程碑;li3 cheng2 bei1
重;zhong4|chong2
重中之重;zhong4 zhong1 zhi1 zhong4
重任;zhong4 ren4
重伤;zhong4 shang1
重创;zhong4 chuang1
重合;chong2 he2
重型;zhong4 xing2
重大;zhong4 da4
重心;zhong4 xin1
重播;chong2 bo1
重新;chong2 xin1
重现;chong2 xian4
重申;chong2 shen1
重叠;chong2 die2
重复;chong2 fu4
重要;zhong4 yao4
重视;zhong4 shi4
重返;chong2 fan3
重量;zhong4 liang4
重量级;zhong4 liang4 ji2
重点;zhong4 dian3|chong2 dian3
野外;ye3 wai4
野心;ye3 xin1
野炊;ye3 chui1
野营;ye3 ying2
野兽;ye3 shou4
野蛮;ye3 man2
野餐;ye3 can1
厘米;li2 mi3
金子;jin1 zi3|jin1 zi
金字塔;jin1 zi4 ta3
金属;jin1 shu3
金融;jin1 rong2
钉;ding4|ding1
钉子;ding1 zi
针对;zhen1 dui4
针灸;zhen1 jiu3
针锋相对;zhen1 feng1 xiang1 dui4
钓;diao4
钓鱼;diao4 yu2
铅;qian1
钩;gou1
钞票;chao1 piao4
钙;gai4
铃;ling2
钳子;qian2 zi
铅笔;qian1 bi3
钩子;gou1 zi
银;yin2
银幕;yin2 mu4
银行;yin2 hang2
铜;tong2
铭记;ming2 ji4
衔接;xian2 jie1
销;xiao1
销售;xiao1 shou4
销毁;xiao1 hui3
销量;xiao1 liang4
锈;xiu4
铝;lv3
锋利;feng1 li4
铺路;pu1 lu4
锯;ju1|ju4
钢;gang1
钢铁;gang1 tie3
录取;lu4 qu3
录制;lu4 zhi4
录音;lu4 yin1
锤;chui2
锤子;chui2 zi
钱;qian2
钱财;qian2 cai2
锦上添花;jin3 shang4 tian1 hua1
锦旗;jin3 qi2
锡;xi1
错;cuo4
错位;cuo4 wei4
错别字;cuo4 bie2 zi4
错综复杂;cuo4 zong1 fu4 za2
错觉;cuo4 jue2
错误;cuo4 wu4
锅;guo1
锻炼;duan4 lian4
锲而不舍;qie4 er2 bu4 she3
键盘;jian4 pan2
锁;suo3
锁定;suo3 ding4
镇定;zhen4 ding4
镇静;zhen4 jing4
铲子;chan3 zi
镜子;jing4 zi
镜头;jing4 tou2
铸造;zhu4 zao4
鉴别;jian4 bie2
鉴定;jian4 ding4
鉴赏;jian4 shang3
鉴于;jian4 yu2
钥匙;yao4 shi
镶;xiang1
镶嵌;xiang1 qian4
钻石;zuan4 shi2
钻研;zuan1 yan2
钻空子;zuan1 kong4 zi
凿;zao2
长;zhang3|chang2
长城;chang2 cheng2
长征;chang2 zheng1
长效;chang2 xiao4
长期以来;chang2 qi1 yi3 lai2
长江;chang2 jiang1
长相;zhang3 xiang4
长足;chang2 zu2
长辈;zhang3 bei4
长途;chang2 tu2
长达;chang2 da2
门;men2
门槛;men2 kan3
门当户对;men2 dang1 hu4 dui4
门路;men2 lu4
门铃;men2 ling2
闪烁;shan3 shuo4
闪电;shan3 dian4
闭塞;bi4 se4
开;kai1
开动;kai1 dong4
开口;kai1 kou3
开启;kai1 qi3
开场;kai1 chang3
开场白;kai1 chang3 bai2
开垦;kai1 ken3
开天辟地;kai1 tian1 pi4 di4
开始;kai1 shi3
开展;kai1 zhan3
开工;kai1 gong1
开幕式;kai1 mu4 shi4
开张;kai1 zhang1
开心;kai1 xin1
开拓;kai1 tuo4
开采;kai1 cai3
开支;kai1 zhi1
开放;kai1 fang4
开明;kai1 ming2
开朗;kai1 lang3
开枪;kai1 qiang1
开水;kai1 shui3
开玩笑;kai1 wan2 xiao4
开发;kai1 fa1
开发区;kai1 fa1 qu1
开发商;kai1 fa1 shang1
开办;kai1 ban4
开销;kai1 xiao1
开阔;kai1 kuo4
开辟;kai1 pi4
开除;kai1 chu2
闲话;xian2 hua4
间接;jian4 jie1
间断;jian4 duan4
间谍;jian4 die2
间隔;jian4 ge2
间隙;jian4 xi4
阀门;fa2 men2
闺女;gui1 nv
阅历;yue4 li4
阅读;yue4 du2
阎王;yan2 wang2
阔绰;kuo4 chuo4
闯;chuang3
关;guan1
关系;guan1 xi
关心;guan1 xin1
关怀;guan1 huai2
关掉;guan1 diao4
关于;guan1 yu2
关照;guan1 zhao4
关税;guan1 shui4
关节;guan1 jie2
关键;guan1 jian4
关闭;guan1 bi4
关头;guan1 tou2
阐述;chan3 shu4
防守;fang2 shou3
防止;fang2 zhi3
防汛;fang2 xun4
防治;fang2 zhi4
防火墙;fang2 huo3 qiang2
防疫;fang2 yi4
防盗;fang2 dao4
防盗门;fang2 dao4 men2
防御;fang2 yu4
防卫;fang2 wei4
防护;fang2 hu4
阻力;zu3 li4
阻挠;zu3 nao2
阻挡;zu3 dang3
阻拦;zu3 lan2
阻止;zu3 zhi3
阻碍;zu3 ai4
阿姨;a1 yi2
阿拉伯语;a1 la1 bo2 yu3
附件;fu4 jian4
附加;fu4 jia1
附和;fu4 he4
附属;fu4 shu3
附带;fu4 dai4
附近;fu4 jin4
陌生;mo4 sheng1
降低;jiang4 di1
降临;jiang4 lin2
降落;jiang4 luo4
限;xian4
限制;xian4 zhi4
限定;xian4 ding4
限度;xian4 du4
限于;xian4 yu2
陡;dou3
陡峭;dou3 qiao4
院士;yuan4 shi4
阵;zhen4
阵地;zhen4 di4
阵容;zhen4 rong2
阵营;zhen4 ying2
除;chu2
除了;chu2 le
除去;chu2 qu4
除夕;chu2 xi1
除外;chu2 wai4
除此之外;chu2 ci3 zhi1 wai4
除非;chu2 fei1
陪;pei2
陪伴;pei2 ban4
陪葬;pei2 zang4
阴;yin1
阴性;yin1 xing4
阴暗;yin1 an4
阴谋;yin1 mou2
陈列;chen2 lie4
陈旧;chen2 jiu4
陈述;chen2 shu4
陶冶;tao2 ye3
陶瓷;tao2 ci2
陶醉;tao2 zui4
陷;xian4
陷入;xian4 ru4
陷害;xian4 hai4
陷阱;xian4 jing3
陆地;lu4 di4
陆续;lu4 xu4
阳光;yang2 guang1
阳台;yang2 tai2
阳性;yang2 xing4
隆重;long2 zhong4
队伍;dui4 wu3
队形;dui4 xing2
阶层;jie1 ceng2
阶梯;jie1 ti1
阶段;jie1 duan4
阶级;jie1 ji2
隔壁;ge2 bi4
隔阂;ge2 he2
隔离;ge2 li2
陨石;yun3 shi2
障碍;zhang4 ai4
隧道;sui4 dao4
随便;sui2 bian4
随即;sui2 ji2
随大溜;sui2 da4 liu4
随心所欲;sui2 xin1 suo3 yu4
随意;sui2 yi4
随手;sui2 shou3
随时;sui2 shi2
随时随地;sui2 shi2 sui2 di4
随机;sui2 ji1
随着;sui2 zhe
随处可见;sui2 chu4 ke3 jian4
随身;sui2 shen1
隐形;yin3 xing2
隐性;yin3 xing4
隐患;yin3 huan4
隐情;yin3 qing2
隐瞒;yin3 man2
隐私;yin3 si1
隐约;yin3 yue1
隐蔽;yin3 bi4
隐身;yin3 shen1
雄伟;xiong2 wei3
雄厚;xiong2 hou4
集中;ji2 zhong1
集合;ji2 he2
集团;ji2 tuan2
集会;ji2 hui4
集结;ji2 jie2
集装箱;ji2 zhuang1 xiang1
集资;ji2 zi1
集邮;ji2 you2
集体;ji2 ti3
雇主;gu4 zhu3
雇佣;gu4 yong1
雇员;gu4 yuan2
雌雄;ci2 xiong2
雕刻;diao1 ke4
雕塑;diao1 su4
虽然;sui1 ran2
虽说;sui1 shuo1
双;shuang1
双向;shuang1 xiang4
双方;shuang1 fang1
双胞胎;shuang1 bao1 tai1
双赢;shuang1 ying2
双边;shuang1 bian1
双重;shuang1 chong2
杂乱无章;za2 luan4 wu2 zhang1
杂交;za2 jiao1
杂技;za2 ji4
杂志;za2 zhi4
鸡蛋;ji1 dan4
离奇;li2 qi2
离婚;li2 hun1
离职;li2 zhi2
离谱;li2 pu3
离开;li2 kai1
难;nan4|nan2
难以置信;nan2 yi3 zhi4 xin4
难免;nan2 mian3
难受;nan2 shou4
难堪;nan2 kan1
难得;nan2 de2
难得一见;nan2 de2 yi1 jian4
难怪;nan2 guai4
难为情;nan2 wei2 qing2
难能可贵;nan2 neng2 ke3 gui4
难处;nan2 chu
难说;nan2 shuo1
难过;nan2 guo4
难道;nan2 dao4
难关;nan2 guan1
难点;nan2 dian3
雪;xue3
雪上加霜;xue3 shang4 jia1 shuang1
雪山;xue3 shan1
零;ling2
零件;ling2 jian4
零售;ling2 shou4
零星;ling2 xing1
零花钱;ling2 hua1 qian2
零钱;ling2 qian2
零食;ling2 shi2
雷;lei2
雷同;lei2 tong2
雷达;lei2 da2
电信;dian4 xin4
电报;dian4 bao4
电子邮件;dian4 zi3 you2 jian4
电影;dian4 ying3
电梯;dian4 ti1
电池;dian4 chi2
电源;dian4 yuan2
电网;dian4 wang3
电线;dian4 xian4
电脑;dian4 nao3
电台;dian4 tai2
电视;dian4 shi4
电讯;dian4 xun4
电铃;dian4 ling2
需;xu1
需求;xu1 qiu2
需要;xu1 yao4
震;zhen4
震动;zhen4 dong4
震撼;zhen4 han4
震惊;zhen4 jing1
霍乱;huo4 luan4
霜;shuang1
霞;xia2
雾;wu4
露天;lu4 tian1
露面;lou4 mian4
霸占;ba4 zhan4
霸道;ba4 dao4
灵;ling2
灵巧;ling2 qiao3
灵感;ling2 gan3
灵敏;ling2 min3
灵机一动;ling2 ji1 yi1 dong4
灵活;ling2 huo2
灵通;ling2 tong1
灵魂;ling2 hun2
青;qing1
青少年;qing1 shao4 nian2
青春;qing1 chun1
青春期;qing1 chun1 qi1
青蛙;qing1 wa1
静止;jing4 zhi3
非;fei1
非凡;fei1 fan2
非常;fei1 chang2
非得;fei1 dei3
非法;fei1 fa3
靠;kao4
靠拢;kao4 long3
面子;mian4 zi
面对;mian4 dui4
面目全非;mian4 mu4 quan2 fei1
面积;mian4 ji1
面红耳赤;mian4 hong2 er3 chi4
面临;mian4 lin2
面貌;mian4 mao4
面部;mian4 bu4
面面俱到;mian4 mian4 ju4 dao4
革命;ge2 ming4
靴子;xue1 zi
靶子;ba3 zi
巩固;gong3 gu4
鞠躬;ju1 gong1
鞭炮;bian1 pao4
鞭策;bian1 ce4
韧性;ren4 xing4
音乐;yin1 yue4
音响;yin1 xiang3
韵味;yun4 wei4
响;xiang3
响亮;xiang3 liang4
响应;xiang3 ying4
响起;xiang3 qi3
页;xie2|ye4
顶;ding3
顶多;ding3 duo1
顶尖;ding3 jian1
顶级;ding3 ji2
项;xiang4
项目;xiang4 mu4
项链;xiang4 lian4
顺便;shun4 bian4
顺其自然;shun4 qi2 zi4 ran2
顺利;shun4 li4
顺势;shun4 shi4
顺差;shun4 cha1
顺序;shun4 xu4
顺从;shun4 cong2
顺心;shun4 xin1
顺应;shun4 ying4
顺手;shun4 shou3
顺畅;shun4 chang4
顺理成章;shun4 li3 cheng2 zhang1
顺着;shun4 zhe
顺路;shun4 lu4
须;xu1
须知;xu1 zhi1
预兆;yu4 zhao4
预先;yu4 xian1
预告;yu4 gao4
预售;yu4 shou4
预报;yu4 bao4
预定;yu4 ding4
预感;yu4 gan3
预料;yu4 liao4
预期;yu4 qi1
预示;yu4 shi4
预算;yu4 suan4
预习;yu4 xi2
预见;yu4 jian4
预言;yu4 yan2
预订;yu4 ding4
预赛;yu4 sai4
预防;yu4 fang2
顽固;wan2 gu4
顽强;wan2 qiang2
颁布;ban1 bu4
颁奖;ban1 jiang3
颁发;ban1 fa1
顿;dun4
顿时;dun4 shi2
颇;po1
领事;ling3 shi4
领事馆;ling3 shi4 guan3
领先;ling3 xian1
领土;ling3 tu3
领域;ling3 yu4
领导;ling3 dao3
领悟;ling3 wu4
领会;ling3 hui4
领略;ling3 lve4
领袖;ling3 xiu4
领军;ling3 jun1
领队;ling3 dui4
领养;ling3 yang3
头晕;tou2 yun1
头条;tou2 tiao2
头号;tou2 hao4
头部;tou2 bu4
头衔;tou2 xian2
头顶;tou2 ding3
头头是道;tou2 tou2 shi4 dao4
头发;tou2 fa
颈椎;jing3 zhui1
颈部;jing3 bu4
颓废;tui2 fei4
频率;pin2 lv4
频繁;pin2 fan2
频道;pin2 dao4
频频;pin2 pin2
颗;ke1
题;ti2
题材;ti2 cai2
题目;ti2 mu4
额外;e2 wai4
颜色;yan2 se4
愿意;yuan4 yi4
愿望;yuan4 wang4
颠倒;dian1 dao3
颠簸;dian1 bo3
颠覆;dian1 fu4
类似;lei4 si4
类别;lei4 bie2
类型;lei4 xing2
顾不上;gu4 bu shang4
顾不得;gu4 bu de
顾全大局;gu4 quan2 da4 ju2
顾及;gu4 ji2
顾问;gu4 wen4
顾客;gu4 ke4
顾虑;gu4 lv4
颤抖;chan4 dou3
显得;xian3 de
显然;xian3 ran2
显现;xian3 xian4
显眼;xian3 yan3
显示;xian3 shi4
显示器;xian3 shi4 qi4
显而易见;xian3 er2 yi4 jian4
显著;xian3 zhu4
显赫;xian3 he4
风俗;feng1 su2
风光;feng1 guang1
风力;feng1 li4
风味;feng1 wei4
风和日丽;feng1 he2 ri4 li4
风土人情;feng1 tu3 ren2 qing2
风尚;feng1 shang4
风度;feng1 du4
风情;feng1 qing2
风景;feng1 jing3
风暴;feng1 bao4
风格;feng1 ge2
风气;feng1 qi4
风水;feng1 shui3
风沙;feng1 sha1
风波;feng1 bo1
风流;feng1 liu2
风浪;feng1 lang4
风筝;feng1 zheng1
风范;feng1 fan4
风貌;feng1 mao4
风趣;feng1 qu4
风采;feng1 cai3
风险;feng1 xian3
风雨;feng1 yu3
风云;feng1 yun2
风风雨雨;feng1 feng1 yu3 yu3
风餐露宿;feng1 can1 lu4 su4
刮风;gua1 feng1
飘;piao1
飘扬;piao1 yang2
飙升;biao1 sheng1
飞机;fei1 ji1
飞禽走兽;fei1 qin2 zou3 shou4
飞翔;fei1 xiang2
飞跃;fei1 yue4
飞速;fei1 su4
食宿;shi2 su4
食物;shi2 wu4
食用;shi2 yong4
饥饿;ji1 e4
饭店;fan4 dian4
饭碗;fan4 wan3
饮料;yin3 liao4
饮水;yin3 shui3
饮用水;yin3 yong4 shui3
饮食;yin3 shi2
饲料;si4 liao4
饲养;si4 yang3
饱;bao3
饱和;bao3 he2
饱满;bao3 man3
饱经沧桑;bao3 jing1 cang1 sang1
饺子;jiao3 zi
饼干;bing3 gan1
养成;yang3 cheng2
养殖;yang3 zhi2
养活;yang3 huo
养生;yang3 sheng1
养老金;yang3 lao3 jin1
养老院;yang3 lao3 yuan4
餐厅;can1 ting1
餐桌;can1 zhuo1
饿;e4
余地;yu2 di4
余额;yu2 e2
馅儿;xian4 r
喂养;wei4 yang3
馒头;man2 tou
饶;rao2
饶恕;rao2 shu4
馋;chan2
首;shou3
首先;shou3 xian1
首创;shou3 chuang4
首府;shou3 fu3
首批;shou3 pi1
首要;shou3 yao4
首都;shou3 du1
首饰;shou3 shi4
香;xiang1
香味;xiang1 wei4
香料;xiang1 liao4
香水;xiang1 shui3
香油;xiang1 you2
香烟;xiang1 yan1
香肠;xiang1 chang2
香蕉;xiang1 jiao1
马;ma3
马上;ma3 shang4
马力;ma3 li4
马后炮;ma3 hou4 pao4
马戏;ma3 xi4
马桶;ma3 tong3
马虎;ma3 hu
驰名;chi2 ming2
驯;xun4
驳回;bo2 hui2
驻扎;zhu4 zha1
驾;jia4
驾车;jia4 che1
驾驭;jia4 yu4
驾驶;jia4 shi3
骇人听闻;hai4 ren2 ting1 wen2
骏马;jun4 ma3
骑;qi2|ji4
验;yan4
骗;pian4
骗人;pian4 ren2
腾;teng2
骚乱;sao1 luan4
骚扰;sao1 rao3
驱动;qu1 dong4
驱逐;qu1 zhu2
骄傲;jiao1 ao4
验收;yan4 shou1
验证;yan4 zheng4
惊;jing1
惊动;jing1 dong4
惊叹;jing1 tan4
惊天动地;jing1 tian1 dong4 di4
惊奇;jing1 qi2
惊心动魄;jing1 xin1 dong4 po4
惊慌;jing1 huang1
惊慌失措;jing1 huang1 shi1 cuo4
惊讶;jing1 ya4
惊诧;jing1 cha4
惊醒;jing1 xing3
惊险;jing1 xian3
骤然;zhou4 ran2
骨干;gu3 gan4
骨折;gu3 zhe2
骨气;gu3 qi4
骨头;gu3 tou
体制;ti3 zhi4
体会;ti3 hui4
体温;ti3 wen1
体现;ti3 xian4
体积;ti3 ji1
体系;ti3 xi4
体育;ti3 yu4
体能;ti3 neng2
体裁;ti3 cai2
体谅;ti3 liang4
体贴;ti3 tie1
体质;ti3 zhi4
体面;ti3 mian4
体验;ti3 yan4
高;gao1
高低;gao1 di1
高傲;gao1 ao4
高压;gao1 ya1
高尚;gao1 shang4
高山;gao1 shan1
高峰;gao1 feng1
高峰期;gao1 feng1 qi1
高效;gao1 xiao4
高新技术;gao1 xin1 ji4 shu4
高昂;gao1 ang2
高明;gao1 ming2
高档;gao1 dang4
高涨;gao1 zhang3
高潮;gao1 chao2
高尔夫球;gao1 er3 fu1 qiu2
高空;gao1 kong1
高级;gao1 ji2
高兴;gao1 xing4
高血压;gao1 xue4 ya1
高调;gao1 diao4
高贵;gao1 gui4
高超;gao1 chao1
高速公路;gao1 su4 gong1 lu4
高雅;gao1 ya3
高额;gao1 e2
高龄;gao1 ling2
发型;fa4 xing2
松弛;song1 chi2
松绑;song1 bang3
胡须;hu2 xu1
斗志;dou4 zhi4
斗争;dou4 zheng1
闹事;nao4 shi4
闹着玩儿;nao4 zhe wan2 r
魄力;po4 li4
魅力;mei4 li4
魔术;mo2 shu4
魔鬼;mo2 gui3
鱼;yu2
鲁莽;lu3 mang3
鲜明;xian1 ming2
鲜活;xian1 huo2
鲜美;xian1 mei3
鲜艳;xian1 yan4
鲜血;xian1 xue4
鲨鱼;sha1 yu2
鳄鱼;e4 yu2
鸟;niao3|diao3
鸟巢;niao3 chao2
凤凰;feng4 huang2
鸦雀无声;ya1 que4 wu2 sheng1
鸽子;ge1 zi
鹏程万里;peng2 cheng2 wan4 li3
鹤立鸡群;he4 li4 ji1 qun2
鹰;ying1
盐;yan2
鹿;lu4
麦克风;mai4 ke4 feng1
面包;mian4 bao1
面条;mian4 tiao2
面粉;mian4 fen3
麻将;ma2 jiang4
麻木;ma2 mu4
麻烦;ma2 fan
麻痹;ma2 bi4
麻辣;ma2 la4
麻醉;ma2 zui4
黄昏;huang2 hun1
黄金;huang2 jin1
黎明;li2 ming2
黏;nian2
黑;hei1
黑客;hei1 ke4
黑心;hei1 xin1
黑手;hei1 shou3
黑板;hei1 ban3
黑白;hei1 bai2
黑马;hei1 ma3
默契;mo4 qi4
默读;mo4 du2
默默;mo4 mo4
默默无闻;mo4 mo4 wu2 wen2
点;dian3
点子;dian3 zi
点心;dian3 xin
点击率;dian3 ji1 lv4
点火;dian3 huo3
点缀;dian3 zhui4
点评;dian3 ping2
党;dang3
鼓动;gu3 dong4
鼓励;gu3 li4
鼓掌;gu3 zhang3
鼓舞;gu3 wu3
鼠标;shu3 biao1
鼻子;bi2 zi
鼻涕;bi2 ti4
齐全;qi2 quan2
齐心协力;qi2 xin1 xie2 li4
龙;long2
龙舟;long2 zhou1
庞大;pang2 da4
龟;gui1
